time,split,epoch,step,metric,value
1759773011.841,train,2,174,ctc_loss,0.8000186085700989
1759773014.096,train,2,175,ctc_loss,0.8009779453277588
1759773016.211,train,2,176,ctc_loss,0.7675700187683105
1759773018.336,train,2,177,ctc_loss,0.7945098876953125
1759773020.439,train,2,178,ctc_loss,0.77253657579422
1759773022.471,train,2,179,ctc_loss,0.7887982726097107
1759773024.576,train,2,180,ctc_loss,0.7673872709274292
1759773026.825,train,2,181,ctc_loss,0.7836664915084839
1759773029.018,train,2,182,ctc_loss,0.7981770038604736
1759773031.283,train,2,183,ctc_loss,0.7685974836349487
1759773033.385,train,2,184,ctc_loss,0.7617512941360474
1759773035.504,train,2,185,ctc_loss,0.7929686307907104
1759773037.635,train,2,186,ctc_loss,0.7675266861915588
1759773039.821,train,2,187,ctc_loss,0.781548023223877
1759773042.226,train,2,188,ctc_loss,0.7878947257995605
1759773044.450,train,2,189,ctc_loss,0.7563403844833374
1759773046.548,train,2,190,ctc_loss,0.7920555472373962
1759773048.574,train,2,191,ctc_loss,0.7616055011749268
1759773050.809,train,2,192,ctc_loss,0.7570937871932983
1759773052.930,train,2,193,ctc_loss,0.7644579410552979
1759773055.044,train,2,194,ctc_loss,0.7638185620307922
1759773057.171,train,2,195,ctc_loss,0.7677477598190308
1759773059.244,train,2,196,ctc_loss,0.795927107334137
1759773061.513,train,2,197,ctc_loss,0.7503407001495361
1759773063.610,train,2,198,ctc_loss,0.7792323231697083
1759773065.707,train,2,199,ctc_loss,0.7738038897514343
1759773067.826,train,2,200,ctc_loss,0.7754116654396057
1759773070.161,train,2,201,ctc_loss,0.7627027034759521
1759773072.362,train,2,202,ctc_loss,0.7553279399871826
1759773074.421,train,2,203,ctc_loss,0.7524661421775818
1759773076.726,train,2,204,ctc_loss,0.7614774703979492
1759773078.877,train,2,205,ctc_loss,0.7434526681900024
1759773081.016,train,2,206,ctc_loss,0.7427477240562439
1759773083.027,train,2,207,ctc_loss,0.7502198219299316
1759773085.207,train,2,208,ctc_loss,0.733932375907898
1759773087.438,train,2,209,ctc_loss,0.750339150428772
1759773089.505,train,2,210,ctc_loss,0.7496351003646851
1759773091.635,train,2,211,ctc_loss,0.7397352457046509
1759773093.701,train,2,212,ctc_loss,0.7216541767120361
1759773095.755,train,2,213,ctc_loss,0.7346701622009277
1759773097.794,train,2,214,ctc_loss,0.7416456937789917
1759773100.015,train,2,215,ctc_loss,0.739903450012207
1759773102.187,train,2,216,ctc_loss,0.7406806945800781
1759773104.399,train,2,217,ctc_loss,0.7451117634773254
1759773106.677,train,2,218,ctc_loss,0.7387665510177612
1759773108.844,train,2,219,ctc_loss,0.7334476113319397
1759773111.063,train,2,220,ctc_loss,0.7474477291107178
1759773113.120,train,2,221,ctc_loss,0.746517539024353
1759773115.185,train,2,222,ctc_loss,0.7346628308296204
1759773117.411,train,2,223,ctc_loss,0.7233684062957764
1759773119.685,train,2,224,ctc_loss,0.7559167146682739
1759773121.755,train,2,225,ctc_loss,0.7351384162902832
1759773123.810,train,2,226,ctc_loss,0.7381124496459961
1759773125.860,train,2,227,ctc_loss,0.7465430498123169
1759773128.070,train,2,228,ctc_loss,0.735267162322998
1759773130.040,train,2,229,ctc_loss,0.7571588158607483
1759773132.028,train,2,230,ctc_loss,0.7285525798797607
1759773133.982,train,2,231,ctc_loss,0.7405877113342285
1759773135.937,train,2,232,ctc_loss,0.7369202375411987
1759773137.887,train,2,233,ctc_loss,0.7347782850265503
1759773139.850,train,2,234,ctc_loss,0.7280844449996948
1759773141.832,train,2,235,ctc_loss,0.7372938394546509
1759773143.186,train,2,236,ctc_loss,0.7258803248405457
1759773204.727,val,2,236,ctc_loss,0.67095947265625
1759773204.727,val,2,236,cer,0.2627234712298275
1759773209.496,train,3,237,ctc_loss,0.7410868406295776
1759773211.623,train,3,238,ctc_loss,0.7291880249977112
1759773213.694,train,3,239,ctc_loss,0.7236276865005493
1759773215.844,train,3,240,ctc_loss,0.7176355123519897
1759773217.827,train,3,241,ctc_loss,0.7157295346260071
1759773220.079,train,3,242,ctc_loss,0.7357447147369385
1759773222.069,train,3,243,ctc_loss,0.707762598991394
1759773224.322,train,3,244,ctc_loss,0.7417304515838623
1759773226.532,train,3,245,ctc_loss,0.7116202116012573
1759773228.545,train,3,246,ctc_loss,0.7045722603797913
1759773230.643,train,3,247,ctc_loss,0.6975858211517334
1759773232.741,train,3,248,ctc_loss,0.714126467704773
1759773234.792,train,3,249,ctc_loss,0.7069542407989502
1759773236.802,train,3,250,ctc_loss,0.7013280391693115
1759773238.874,train,3,251,ctc_loss,0.706477165222168
1759773241.017,train,3,252,ctc_loss,0.7302795052528381
1759773243.164,train,3,253,ctc_loss,0.713576078414917
1759773245.226,train,3,254,ctc_loss,0.713316798210144
1759773247.456,train,3,255,ctc_loss,0.7079974412918091
1759773249.673,train,3,256,ctc_loss,0.7122973203659058
1759773251.870,train,3,257,ctc_loss,0.7031248807907104
1759773253.897,train,3,258,ctc_loss,0.741137683391571
1759773255.942,train,3,259,ctc_loss,0.7032387256622314
1759773257.964,train,3,260,ctc_loss,0.7023948431015015
1759773260.166,train,3,261,ctc_loss,0.6896783113479614
1759773262.229,train,3,262,ctc_loss,0.6865733861923218
1759773264.306,train,3,263,ctc_loss,0.6965872645378113
1759773266.481,train,3,264,ctc_loss,0.676145076751709
1759773268.536,train,3,265,ctc_loss,0.7250280380249023
1759773270.707,train,3,266,ctc_loss,0.6986110210418701
1759773272.750,train,3,267,ctc_loss,0.7040855288505554
1759773274.910,train,3,268,ctc_loss,0.7046390771865845
1759773277.004,train,3,269,ctc_loss,0.7163528203964233
1759773279.031,train,3,270,ctc_loss,0.6745221018791199
1759773281.163,train,3,271,ctc_loss,0.6982253789901733
1759773283.199,train,3,272,ctc_loss,0.6744531393051147
1759773285.291,train,3,273,ctc_loss,0.6815329194068909
1759773287.410,train,3,274,ctc_loss,0.6834412813186646
1759773289.488,train,3,275,ctc_loss,0.6805195808410645
1759773291.668,train,3,276,ctc_loss,0.6898787617683411
1759773293.693,train,3,277,ctc_loss,0.6733603477478027
1759773295.856,train,3,278,ctc_loss,0.6646977663040161
1759773297.946,train,3,279,ctc_loss,0.6799891591072083
1759773299.953,train,3,280,ctc_loss,0.6861398816108704
1759773302.216,train,3,281,ctc_loss,0.676223635673523
1759773304.369,train,3,282,ctc_loss,0.6788867712020874
1759773306.369,train,3,283,ctc_loss,0.6871755719184875
1759773308.507,train,3,284,ctc_loss,0.6900137662887573
1759773310.702,train,3,285,ctc_loss,0.6625580191612244
1759773312.752,train,3,286,ctc_loss,0.6879473924636841
1759773314.975,train,3,287,ctc_loss,0.679843008518219
1759773317.124,train,3,288,ctc_loss,0.6576759219169617
1759773319.183,train,3,289,ctc_loss,0.6784111857414246
1759773321.266,train,3,290,ctc_loss,0.6674869060516357
1759773323.352,train,3,291,ctc_loss,0.6903965473175049
1759773325.432,train,3,292,ctc_loss,0.6967706680297852
1759773327.558,train,3,293,ctc_loss,0.676620602607727
1759773329.693,train,3,294,ctc_loss,0.6746088266372681
1759773331.745,train,3,295,ctc_loss,0.6803470253944397
1759773333.832,train,3,296,ctc_loss,0.6557366847991943
1759773335.867,train,3,297,ctc_loss,0.692279577255249
1759773337.893,train,3,298,ctc_loss,0.6563687920570374
1759773340.137,train,3,299,ctc_loss,0.6654387712478638
1759773342.413,train,3,300,ctc_loss,0.6728906631469727
1759773344.560,train,3,301,ctc_loss,0.6706156134605408
1759773346.701,train,3,302,ctc_loss,0.6758276224136353
1759773348.756,train,3,303,ctc_loss,0.6491727828979492
1759773350.767,train,3,304,ctc_loss,0.6595621705055237
1759773352.938,train,3,305,ctc_loss,0.6523265838623047
1759773355.043,train,3,306,ctc_loss,0.660689651966095
1759773357.101,train,3,307,ctc_loss,0.6657961010932922
1759773359.153,train,3,308,ctc_loss,0.6631994247436523
1759773361.256,train,3,309,ctc_loss,0.6596957445144653
1759773363.312,train,3,310,ctc_loss,0.6713171005249023
1759773365.551,train,3,311,ctc_loss,0.6522303819656372
1759773367.774,train,3,312,ctc_loss,0.6685531139373779
1759773370.021,train,3,313,ctc_loss,0.681705117225647
1759773372.118,train,3,314,ctc_loss,0.6518086194992065
1759773374.383,train,3,315,ctc_loss,0.6561390161514282
1759773376.433,train,3,316,ctc_loss,0.6576366424560547
1759773378.668,train,3,317,ctc_loss,0.6545429229736328
1759773380.895,train,3,318,ctc_loss,0.6304864287376404
1759773383.113,train,3,319,ctc_loss,0.6496419906616211
1759773385.177,train,3,320,ctc_loss,0.6528434157371521
1759773387.311,train,3,321,ctc_loss,0.660433292388916
1759773389.447,train,3,322,ctc_loss,0.6398102641105652
1759773391.555,train,3,323,ctc_loss,0.6542361974716187
1759773393.644,train,3,324,ctc_loss,0.646003782749176
1759773395.695,train,3,325,ctc_loss,0.6528850197792053
1759773397.816,train,3,326,ctc_loss,0.6410459876060486
1759773399.910,train,3,327,ctc_loss,0.6498022675514221
1759773401.992,train,3,328,ctc_loss,0.6401444673538208
1759773404.044,train,3,329,ctc_loss,0.6264057159423828
1759773406.186,train,3,330,ctc_loss,0.6623167991638184
1759773408.378,train,3,331,ctc_loss,0.6572816371917725
1759773410.566,train,3,332,ctc_loss,0.641513466835022
1759773412.695,train,3,333,ctc_loss,0.6583556532859802
1759773414.958,train,3,334,ctc_loss,0.6523404717445374
1759773417.021,train,3,335,ctc_loss,0.6287955641746521
1759773419.095,train,3,336,ctc_loss,0.6252923011779785
1759773421.248,train,3,337,ctc_loss,0.6481379270553589
1759773423.543,train,3,338,ctc_loss,0.6337189674377441
1759773425.854,train,3,339,ctc_loss,0.6435253024101257
1759773427.919,train,3,340,ctc_loss,0.618709921836853
1759773430.077,train,3,341,ctc_loss,0.6361713409423828
1759773432.161,train,3,342,ctc_loss,0.6328284740447998
1759773434.304,train,3,343,ctc_loss,0.6524053812026978
1759773436.331,train,3,344,ctc_loss,0.62851881980896
1759773438.453,train,3,345,ctc_loss,0.6309022307395935
1759773440.546,train,3,346,ctc_loss,0.6532030701637268
1759773442.553,train,3,347,ctc_loss,0.6384003162384033
1759773444.885,train,3,348,ctc_loss,0.6427569389343262
1759773446.842,train,3,349,ctc_loss,0.6242483258247375
1759773448.833,train,3,350,ctc_loss,0.650549054145813
1759773450.777,train,3,351,ctc_loss,0.6373838782310486
1759773452.736,train,3,352,ctc_loss,0.6375076770782471
1759773454.700,train,3,353,ctc_loss,0.6410732269287109
1759773456.127,train,3,354,ctc_loss,0.6266230344772339
1759773515.747,val,3,354,ctc_loss,0.5695151910185814
1759773515.747,val,3,354,cer,0.2246314618326071
1759773520.997,train,4,355,ctc_loss,0.6361093521118164
1759773523.126,train,4,356,ctc_loss,0.6376715302467346
1759773525.259,train,4,357,ctc_loss,0.6232024431228638
1759773527.357,train,4,358,ctc_loss,0.6418442726135254
1759773529.463,train,4,359,ctc_loss,0.6192727088928223
1759773531.472,train,4,360,ctc_loss,0.6351798176765442
1759773533.579,train,4,361,ctc_loss,0.6423391103744507
1759773535.727,train,4,362,ctc_loss,0.6224081516265869
1759773537.905,train,4,363,ctc_loss,0.6281012892723083
1759773540.062,train,4,364,ctc_loss,0.6427887678146362
1759773542.110,train,4,365,ctc_loss,0.6362951993942261
1759773544.205,train,4,366,ctc_loss,0.627019464969635
1759773546.226,train,4,367,ctc_loss,0.6274977922439575
1759773548.424,train,4,368,ctc_loss,0.6129770278930664
1759773550.730,train,4,369,ctc_loss,0.6396088004112244
1759773552.804,train,4,370,ctc_loss,0.6288422346115112
1759773554.942,train,4,371,ctc_loss,0.6303052306175232
1759773556.975,train,4,372,ctc_loss,0.6316381692886353
1759773559.100,train,4,373,ctc_loss,0.5938462615013123
1759773561.421,train,4,374,ctc_loss,0.6481295228004456
1759773563.596,train,4,375,ctc_loss,0.6053249835968018
1759773565.796,train,4,376,ctc_loss,0.6095995903015137
1759773567.972,train,4,377,ctc_loss,0.6337984800338745
1759773570.262,train,4,378,ctc_loss,0.6200946569442749
1759773572.319,train,4,379,ctc_loss,0.6197608113288879
1759773574.472,train,4,380,ctc_loss,0.630203127861023
1759773576.655,train,4,381,ctc_loss,0.611087441444397
1759773578.845,train,4,382,ctc_loss,0.6388490200042725
1759773580.931,train,4,383,ctc_loss,0.5919173955917358
1759773583.106,train,4,384,ctc_loss,0.6067736148834229
1759773585.171,train,4,385,ctc_loss,0.5936235785484314
1759773587.348,train,4,386,ctc_loss,0.6048888564109802
1759773589.537,train,4,387,ctc_loss,0.6221545338630676
1759773591.706,train,4,388,ctc_loss,0.6186848878860474
1759773593.856,train,4,389,ctc_loss,0.5820552110671997
1759773595.937,train,4,390,ctc_loss,0.5937519073486328
1759773597.992,train,4,391,ctc_loss,0.6048533916473389
1759773600.139,train,4,392,ctc_loss,0.6075533628463745
1759773602.203,train,4,393,ctc_loss,0.5872147083282471
1759773604.386,train,4,394,ctc_loss,0.5948082804679871
1759773606.617,train,4,395,ctc_loss,0.6187734603881836
1759773608.785,train,4,396,ctc_loss,0.6070713996887207
1759773610.829,train,4,397,ctc_loss,0.5991506576538086
1759773613.056,train,4,398,ctc_loss,0.5920854806900024
1759773615.131,train,4,399,ctc_loss,0.5915711522102356
1759773617.336,train,4,400,ctc_loss,0.5939106345176697
1759773619.413,train,4,401,ctc_loss,0.581739068031311
1759773621.562,train,4,402,ctc_loss,0.6040036082267761
1759773623.598,train,4,403,ctc_loss,0.5942426323890686
1759773625.694,train,4,404,ctc_loss,0.5963577628135681
1759773627.851,train,4,405,ctc_loss,0.5957663059234619
1759773629.948,train,4,406,ctc_loss,0.5889034271240234
1759773632.043,train,4,407,ctc_loss,0.5786511898040771
1759773634.149,train,4,408,ctc_loss,0.587073802947998
1759773636.250,train,4,409,ctc_loss,0.6005905270576477
1759773638.457,train,4,410,ctc_loss,0.5938287973403931
1759773640.521,train,4,411,ctc_loss,0.6108846664428711
1759773642.724,train,4,412,ctc_loss,0.591235339641571
1759773644.904,train,4,413,ctc_loss,0.582482099533081
1759773647.201,train,4,414,ctc_loss,0.5972152352333069
1759773649.393,train,4,415,ctc_loss,0.5875142812728882
1759773651.533,train,4,416,ctc_loss,0.5994417667388916
1759773653.632,train,4,417,ctc_loss,0.5989300012588501
1759773655.689,train,4,418,ctc_loss,0.613180935382843
1759773657.916,train,4,419,ctc_loss,0.5787152051925659
1759773660.132,train,4,420,ctc_loss,0.5756077170372009
1759773662.363,train,4,421,ctc_loss,0.5979357361793518
1759773664.693,train,4,422,ctc_loss,0.5923436284065247
1759773666.838,train,4,423,ctc_loss,0.5918530225753784
1759773669.009,train,4,424,ctc_loss,0.6119859218597412
1759773671.312,train,4,425,ctc_loss,0.6086505055427551
1759773673.368,train,4,426,ctc_loss,0.6016904711723328
1759773675.690,train,4,427,ctc_loss,0.5950071215629578
1759773677.717,train,4,428,ctc_loss,0.5685650110244751
1759773680.017,train,4,429,ctc_loss,0.5995742082595825
1759773682.303,train,4,430,ctc_loss,0.5952326059341431
1759773684.327,train,4,431,ctc_loss,0.573356568813324
1759773686.410,train,4,432,ctc_loss,0.5911557674407959
1759773688.517,train,4,433,ctc_loss,0.5914828777313232
1759773690.567,train,4,434,ctc_loss,0.5846443176269531
1759773692.807,train,4,435,ctc_loss,0.592047929763794
1759773694.938,train,4,436,ctc_loss,0.5823794603347778
1759773696.965,train,4,437,ctc_loss,0.608069658279419
1759773699.004,train,4,438,ctc_loss,0.574958860874176
1759773701.182,train,4,439,ctc_loss,0.5995742082595825
1759773703.403,train,4,440,ctc_loss,0.5988477468490601
1759773705.898,train,4,441,ctc_loss,0.6140866279602051
1759773708.131,train,4,442,ctc_loss,0.5700235962867737
1759773710.287,train,4,443,ctc_loss,0.605584979057312
1759773712.456,train,4,444,ctc_loss,0.5733394026756287
1759773714.520,train,4,445,ctc_loss,0.5797533988952637
1759773716.732,train,4,446,ctc_loss,0.5876321792602539
1759773718.985,train,4,447,ctc_loss,0.5918627381324768
1759773721.196,train,4,448,ctc_loss,0.5860053300857544
1759773723.303,train,4,449,ctc_loss,0.5809028148651123
1759773725.377,train,4,450,ctc_loss,0.5908026099205017
1759773727.432,train,4,451,ctc_loss,0.5652961730957031
1759773729.498,train,4,452,ctc_loss,0.5729103088378906
1759773731.645,train,4,453,ctc_loss,0.5736731290817261
1759773733.826,train,4,454,ctc_loss,0.6131948232650757
1759773736.067,train,4,455,ctc_loss,0.5734684467315674
1759773738.097,train,4,456,ctc_loss,0.5724243521690369
1759773740.239,train,4,457,ctc_loss,0.5662158727645874
1759773742.371,train,4,458,ctc_loss,0.5784764885902405
1759773744.427,train,4,459,ctc_loss,0.5674087405204773
1759773746.530,train,4,460,ctc_loss,0.5940920114517212
1759773748.717,train,4,461,ctc_loss,0.5747255086898804
1759773750.823,train,4,462,ctc_loss,0.5684349536895752
1759773752.851,train,4,463,ctc_loss,0.5677257776260376
1759773754.909,train,4,464,ctc_loss,0.5570017695426941
1759773756.834,train,4,465,ctc_loss,0.5793616771697998
1759773758.857,train,4,466,ctc_loss,0.5723896026611328
1759773760.802,train,4,467,ctc_loss,0.5655863881111145
1759773762.905,train,4,468,ctc_loss,0.5688064098358154
1759773765.189,train,4,469,ctc_loss,0.5784670114517212
1759773767.124,train,4,470,ctc_loss,0.5523313283920288
1759773769.111,train,4,471,ctc_loss,0.5522160530090332
1759773770.559,train,4,472,ctc_loss,0.5460680723190308
1759773828.868,val,4,472,ctc_loss,0.510364169254899
1759773828.868,val,4,472,cer,0.1925846873714677
1759773833.994,train,5,473,ctc_loss,0.5495639443397522
1759773836.099,train,5,474,ctc_loss,0.5670162439346313
1759773838.109,train,5,475,ctc_loss,0.5398447513580322
1759773840.178,train,5,476,ctc_loss,0.5678884983062744
1759773842.362,train,5,477,ctc_loss,0.5574629306793213
1759773844.342,train,5,478,ctc_loss,0.5696990489959717
1759773846.360,train,5,479,ctc_loss,0.5854310989379883
1759773848.389,train,5,480,ctc_loss,0.5287504196166992
1759773850.363,train,5,481,ctc_loss,0.5444074869155884
1759773852.364,train,5,482,ctc_loss,0.5659514665603638
1759773854.557,train,5,483,ctc_loss,0.5492881536483765
1759773856.597,train,5,484,ctc_loss,0.5501677393913269
1759773858.641,train,5,485,ctc_loss,0.5501396656036377
1759773860.766,train,5,486,ctc_loss,0.5619268417358398
1759773862.836,train,5,487,ctc_loss,0.5509734749794006
1759773864.902,train,5,488,ctc_loss,0.5455417633056641
1759773867.171,train,5,489,ctc_loss,0.5439141392707825
1759773869.332,train,5,490,ctc_loss,0.5401525497436523
1759773871.342,train,5,491,ctc_loss,0.5541210770606995
1759773873.492,train,5,492,ctc_loss,0.5774509310722351
1759773875.626,train,5,493,ctc_loss,0.5416336059570312
1759773877.701,train,5,494,ctc_loss,0.5586720108985901
1759773879.709,train,5,495,ctc_loss,0.5349857211112976
1759773881.840,train,5,496,ctc_loss,0.5388116240501404
1759773884.046,train,5,497,ctc_loss,0.5221946239471436
1759773886.090,train,5,498,ctc_loss,0.5490021705627441
1759773888.109,train,5,499,ctc_loss,0.560023307800293
1759773890.447,train,5,500,ctc_loss,0.5343678593635559
1759773892.576,train,5,501,ctc_loss,0.5469136238098145
1759773894.645,train,5,502,ctc_loss,0.5211173892021179
1759773896.723,train,5,503,ctc_loss,0.5489395260810852
1759773898.767,train,5,504,ctc_loss,0.5591578483581543
1759773900.926,train,5,505,ctc_loss,0.5428588390350342
1759773903.037,train,5,506,ctc_loss,0.5466020107269287
1759773905.227,train,5,507,ctc_loss,0.5412826538085938
1759773907.462,train,5,508,ctc_loss,0.5444486141204834
1759773909.472,train,5,509,ctc_loss,0.5521773099899292
1759773911.619,train,5,510,ctc_loss,0.5311821699142456
1759773913.765,train,5,511,ctc_loss,0.5190037488937378
1759773915.842,train,5,512,ctc_loss,0.5435298681259155
1759773918.012,train,5,513,ctc_loss,0.5514259338378906
1759773920.027,train,5,514,ctc_loss,0.5447900295257568
1759773922.201,train,5,515,ctc_loss,0.5512180328369141
1759773924.415,train,5,516,ctc_loss,0.5473437905311584
1759773926.611,train,5,517,ctc_loss,0.525313138961792
1759773928.822,train,5,518,ctc_loss,0.5404453873634338
1759773931.049,train,5,519,ctc_loss,0.544752299785614
1759773933.121,train,5,520,ctc_loss,0.5568950176239014
1759773935.184,train,5,521,ctc_loss,0.5637292861938477
1759773937.227,train,5,522,ctc_loss,0.5634881258010864
1759773939.434,train,5,523,ctc_loss,0.5578923225402832
1759773941.599,train,5,524,ctc_loss,0.542346179485321
1759773943.661,train,5,525,ctc_loss,0.5686886310577393
1759773945.796,train,5,526,ctc_loss,0.54290372133255
1759773947.930,train,5,527,ctc_loss,0.5573198795318604
1759773950.021,train,5,528,ctc_loss,0.5383722186088562
1759773952.088,train,5,529,ctc_loss,0.532394528388977
1759773954.162,train,5,530,ctc_loss,0.5283008813858032
1759773956.261,train,5,531,ctc_loss,0.5621746182441711
1759773958.332,train,5,532,ctc_loss,0.5299222469329834
1759773960.397,train,5,533,ctc_loss,0.5472118854522705
1759773962.439,train,5,534,ctc_loss,0.5521383285522461
1759773964.591,train,5,535,ctc_loss,0.5382523536682129
1759773966.598,train,5,536,ctc_loss,0.5617924332618713
1759773968.670,train,5,537,ctc_loss,0.5391635894775391
1759773970.901,train,5,538,ctc_loss,0.5554646849632263
1759773973.121,train,5,539,ctc_loss,0.5448015928268433
1759773975.237,train,5,540,ctc_loss,0.5461986064910889
1759773977.412,train,5,541,ctc_loss,0.5621998310089111
1759773979.583,train,5,542,ctc_loss,0.5485886335372925
1759773981.645,train,5,543,ctc_loss,0.5404554009437561
1759773983.698,train,5,544,ctc_loss,0.5486185550689697
1759773985.930,train,5,545,ctc_loss,0.5656798481941223
1759773988.147,train,5,546,ctc_loss,0.5504481792449951
1759773990.255,train,5,547,ctc_loss,0.5250549912452698
1759773992.379,train,5,548,ctc_loss,0.5288587808609009
1759773994.489,train,5,549,ctc_loss,0.5314739346504211
1759773996.635,train,5,550,ctc_loss,0.5507891774177551
1759773998.782,train,5,551,ctc_loss,0.5474026799201965
1759774000.955,train,5,552,ctc_loss,0.5239436030387878
1759774003.191,train,5,553,ctc_loss,0.5472373366355896
1759774005.254,train,5,554,ctc_loss,0.5376085042953491
1759774007.423,train,5,555,ctc_loss,0.5344565510749817
1759774009.528,train,5,556,ctc_loss,0.5289002656936646
1759774011.708,train,5,557,ctc_loss,0.545971155166626
1759774013.863,train,5,558,ctc_loss,0.5084161162376404
1759774016.057,train,5,559,ctc_loss,0.5319304466247559
1759774018.161,train,5,560,ctc_loss,0.5122382640838623
1759774020.327,train,5,561,ctc_loss,0.5158572196960449
1759774022.504,train,5,562,ctc_loss,0.5183842182159424
1759774024.654,train,5,563,ctc_loss,0.5154794454574585
1759774026.825,train,5,564,ctc_loss,0.5334749221801758
1759774028.989,train,5,565,ctc_loss,0.506108283996582
1759774030.972,train,5,566,ctc_loss,0.5155791640281677
1759774032.999,train,5,567,ctc_loss,0.5146674513816833
1759774035.164,train,5,568,ctc_loss,0.5246338844299316
1759774037.424,train,5,569,ctc_loss,0.5207288265228271
1759774039.484,train,5,570,ctc_loss,0.5392265319824219
1759774041.661,train,5,571,ctc_loss,0.509253978729248
1759774043.730,train,5,572,ctc_loss,0.534996747970581
1759774045.768,train,5,573,ctc_loss,0.550474226474762
1759774047.786,train,5,574,ctc_loss,0.53895503282547
1759774049.878,train,5,575,ctc_loss,0.5102512836456299
1759774052.253,train,5,576,ctc_loss,0.5447655916213989
1759774054.312,train,5,577,ctc_loss,0.5301916599273682
1759774056.466,train,5,578,ctc_loss,0.5093686580657959
1759774058.495,train,5,579,ctc_loss,0.5163308382034302
1759774060.909,train,5,580,ctc_loss,0.5365931987762451
1759774063.221,train,5,581,ctc_loss,0.5343848466873169
1759774065.450,train,5,582,ctc_loss,0.4992528259754181
1759774067.424,train,5,583,ctc_loss,0.5271198749542236
1759774069.410,train,5,584,ctc_loss,0.5326561331748962
1759774071.359,train,5,585,ctc_loss,0.5114887952804565
1759774073.369,train,5,586,ctc_loss,0.5134307146072388
1759774075.345,train,5,587,ctc_loss,0.5343257784843445
1759774077.393,train,5,588,ctc_loss,0.5047966837882996
1759774079.333,train,5,589,ctc_loss,0.5409184098243713
1759774080.691,train,5,590,ctc_loss,0.5648558139801025
1759774140.404,val,5,590,ctc_loss,0.47591161355376244
1759774140.404,val,5,590,cer,0.18590079541521504
1759774145.230,train,6,591,ctc_loss,0.5264065861701965
1759774147.381,train,6,592,ctc_loss,0.5199620723724365
1759774149.430,train,6,593,ctc_loss,0.5138142108917236
1759774151.607,train,6,594,ctc_loss,0.5263899564743042
1759774153.680,train,6,595,ctc_loss,0.5021210312843323
1759774155.797,train,6,596,ctc_loss,0.5229180455207825
1759774158.017,train,6,597,ctc_loss,0.5378164649009705
1759774160.058,train,6,598,ctc_loss,0.5155855417251587
1759774162.084,train,6,599,ctc_loss,0.5013624429702759
1759774164.254,train,6,600,ctc_loss,0.5295830965042114
1759774166.384,train,6,601,ctc_loss,0.5094941854476929
1759774168.454,train,6,602,ctc_loss,0.5198230147361755
1759774170.472,train,6,603,ctc_loss,0.4974173307418823
1759774172.544,train,6,604,ctc_loss,0.5277321934700012
1759774174.605,train,6,605,ctc_loss,0.5155332088470459
1759774176.743,train,6,606,ctc_loss,0.5105820894241333
1759774178.793,train,6,607,ctc_loss,0.49024343490600586
1759774180.861,train,6,608,ctc_loss,0.5169569849967957
1759774182.847,train,6,609,ctc_loss,0.4977857768535614
1759774184.842,train,6,610,ctc_loss,0.47867491841316223
1759774187.037,train,6,611,ctc_loss,0.5237122178077698
1759774189.082,train,6,612,ctc_loss,0.499039888381958
1759774191.207,train,6,613,ctc_loss,0.501947283744812
1759774193.329,train,6,614,ctc_loss,0.5139361023902893
1759774195.369,train,6,615,ctc_loss,0.5164877772331238
1759774197.507,train,6,616,ctc_loss,0.5175166130065918
1759774199.691,train,6,617,ctc_loss,0.5223900675773621
1759774201.843,train,6,618,ctc_loss,0.5062533020973206
1759774203.916,train,6,619,ctc_loss,0.5087451934814453
1759774205.975,train,6,620,ctc_loss,0.5067617893218994
1759774208.082,train,6,621,ctc_loss,0.5368091464042664
1759774210.226,train,6,622,ctc_loss,0.49626052379608154
1759774212.321,train,6,623,ctc_loss,0.5116844773292542
1759774214.368,train,6,624,ctc_loss,0.5335242748260498
1759774216.404,train,6,625,ctc_loss,0.5208026170730591
1759774218.541,train,6,626,ctc_loss,0.500797688961029
1759774220.725,train,6,627,ctc_loss,0.4837712347507477
1759774222.723,train,6,628,ctc_loss,0.4784693717956543
1759774224.859,train,6,629,ctc_loss,0.5031328201293945
1759774226.938,train,6,630,ctc_loss,0.5128934979438782
1759774229.063,train,6,631,ctc_loss,0.5202155113220215
1759774231.075,train,6,632,ctc_loss,0.5205267071723938
1759774233.370,train,6,633,ctc_loss,0.49970465898513794
1759774235.612,train,6,634,ctc_loss,0.501224935054779
1759774237.720,train,6,635,ctc_loss,0.5163567066192627
1759774239.851,train,6,636,ctc_loss,0.4893311560153961
1759774241.928,train,6,637,ctc_loss,0.49029672145843506
1759774244.025,train,6,638,ctc_loss,0.524907112121582
1759774246.095,train,6,639,ctc_loss,0.5077812671661377
1759774248.141,train,6,640,ctc_loss,0.5051925182342529
1759774250.340,train,6,641,ctc_loss,0.5057429671287537
1759774252.552,train,6,642,ctc_loss,0.5125384330749512
1759774254.701,train,6,643,ctc_loss,0.48874783515930176
1759774256.830,train,6,644,ctc_loss,0.48944544792175293
1759774259.016,train,6,645,ctc_loss,0.48201829195022583
1759774261.440,train,6,646,ctc_loss,0.5300812721252441
1759774263.484,train,6,647,ctc_loss,0.49693015217781067
1759774265.563,train,6,648,ctc_loss,0.48992419242858887
1759774267.685,train,6,649,ctc_loss,0.46989715099334717
